Mk,m (kg),W (mm),At1 (mm),ec (cm3),ep (KW),Mp_BMW GROUP,Mp_DAIMLER AG,Mp_GENERAL MOTORS,Mp_KIA,Mp_MITSUBISHI MOTORS,Mp_RENAULT,Mp_SUZUKI POOL,Mp_VW GROUP PC,Fm_B,Fm_E,Fm_M,Ft_Diesel,Ft_Diesel/Electric,Ft_Electric,Ft_LPG,Ft_NG-biomethane,Ft_Petrol,Ft_Petrol/Electric
0.388668643194474,0.5536299765807963,0.4319481509721693,0.6660341555977229,0.2164863979023271,0.07369402985074627,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.388668643194474,0.22341920374707258,0.3107129241326726,0.4933586337760909,0.057686004588659454,0.04104477611940298,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.388668643194474,0.40187353629976585,0.3088067098741899,0.5559772296015182,0.2164863979023271,0.10167910447761193,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.6463700234192038,0.39954250857796414,0.7191650853889944,0.6581448705342511,0.2835820895522388,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.2482435597189695,0.31719405261151346,0.5085388994307403,0.1553588987217306,0.05503731343283581,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.297423887587822,0.31719405261151346,0.5085388994307403,0.22025565388397245,0.11567164179104476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.2482435597189695,0.31643156690812047,0.4516129032258065,0.133398885611275,0.03264925373134328,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.46370023419203743,0.3835303088067098,0.6755218216318788,0.38495575221238937,0.22294776119402981,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.37002341920374704,0.4086923370186809,0.6110056925996203,0.22025565388397245,0.1389925373134328,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.4964871194379391,0.4086923370186809,0.6110056925996203,0.22025565388397245,0.11567164179104476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.3667480924724632,0.4918032786885246,0.34426229508196726,0.5768500948766602,0.3847918715175352,0.21361940298507465,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.425298630071092,0.3840749414519906,0.3595120091498284,0.48197343453510433,0.38446411012782694,0.14832089552238803,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.425298630071092,0.47540983606557374,0.3595120091498284,0.4952561669829221,0.22140281874795148,0.14365671641791045,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.3503512880562061,0.34044986656500187,0.5578747628083494,0.11750245821042281,0.06716417910447761,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.388668643194474,0.3653395784543325,0.3088067098741899,0.5559772296015182,0.2191084890199934,0.09421641791044776,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.3507419926677405,0.3494145199063232,0.29736942432329394,0.5294117647058822,0.15585054080629301,0.06063432835820895,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.392813908516714,0.18641686182669792,0.3030880670987418,0.5028462998102468,0.12323828253031792,0.04011194029850747,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.2997658079625293,0.31719405261151346,0.5237191650853892,0.22025565388397245,0.11567164179104476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.34959068932032106,0.03512880562060888,0.180327868852459,0.27893738140417446,0.09046214355948869,0.02705223880597015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.33774233655878216,0.19437939110070257,0.3595120091498284,0.3965844402277039,0.133398885611275,0.04570895522388059,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.4847775175644028,0.4086923370186809,0.6110056925996203,0.21353654539495248,0.10447761194029852,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.34192037470726,0.37094929470072435,0.5787476280834913,0.24516551950180265,0.08768656716417911,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3507419926677405,0.24590163934426224,0.32215020968356833,0.5711574952561671,0.09013438216978038,0.061567164179104475,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.37470725995316156,0.4086923370186809,0.6110056925996203,0.22025565388397245,0.09701492537313432,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.5807962529274004,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.0830223880597015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.388668643194474,0.29648711943793915,0.3088067098741899,0.5806451612903225,0.12258275975090134,0.07369402985074627,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.34959068932032106,0.08899297423887587,0.29927563858177664,0.413662239089184,0.09046214355948869,0.02705223880597015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.425298630071092,0.3911007025761124,0.3595120091498284,0.5066413662239091,0.38446411012782694,0.18563432835820898,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.388668643194474,0.11241217798594849,0.260770110560427,0.4592030360531312,0.057686004588659454,0.015858208955223878,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.24730679156908664,0.3030880670987418,0.5028462998102468,0.15585054080629301,0.06436567164179104,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.4355971896955504,0.34807472359893243,0.5578747628083494,0.13929859062602423,0.10167910447761193,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.3667480924724632,0.34192037470726,0.36751810903545545,0.5768500948766602,0.2164863979023271,0.10167910447761193,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.3466042154566744,0.4086923370186809,0.6413662239089186,0.22025565388397245,0.09701492537313432,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.6065573770491803,0.39954250857796414,0.7191650853889944,0.24516551950180265,0.11100746268656715,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.392813908516714,0.209367681498829,0.3030880670987418,0.5028462998102468,0.12323828253031792,0.07369402985074627,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.5489461358313817,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.10167910447761193,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.5433255269320844,0.5958825772016775,0.7267552182163186,0.24516551950180265,0.0830223880597015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3667480924724632,0.5105386416861827,0.4288982081585969,0.6584440227703987,0.3802032120616191,0.15111940298507465,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.3507419926677405,0.4070257611241218,0.3877239801753717,0.6660341555977229,0.15585054080629301,0.08115671641791045,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.3507419926677405,0.4763466042154567,0.46930995043842916,0.6299810246679316,0.15585054080629301,0.05690298507462686,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.6694835688947846,0.43091334894613587,0.37094929470072435,0.618595825426945,0.5465421173385775,0.2975746268656716,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.6182669789227166,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.10167910447761193,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.33774233655878216,0.14051522248243564,0.2752573389248951,0.40607210626185974,0.133398885611275,0.03264925373134328,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.3525201621819276,0.28805620608899296,0.3061380099123142,0.5730550284629983,0.22091117666338905,0.07369402985074627,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.34959068932032106,0.08196721311475408,0.2775447960350743,0.37381404174573074,0.09046214355948869,0.02705223880597015,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.686212711243445,0.3044496487119438,0.3061380099123142,0.7362428842504745,0.5165519501802688,0.3619402985074627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.388668643194474,0.2772833723653396,0.3107129241326726,0.4933586337760909,0.2164863979023271,0.04104477611940298,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.2903981264637002,0.34807472359893243,0.5578747628083494,0.22091117666338905,0.07369402985074627,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.7447306791569086,0.4605413648494091,0.7077798861480078,0.38348082595870203,0.14832089552238803,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3667480924724632,0.35597189695550346,0.36637438048036597,0.554079696394687,0.2191084890199934,0.14365671641791045,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.27353629976580796,0.2622950819672131,0.489563567362429,0.15585054080629301,0.06436567164179104,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.388668643194474,0.21311475409836067,0.3061380099123142,0.4743833017077801,0.09013438216978038,0.029850746268656712,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.3957845433255269,0.37094929470072435,0.5559772296015182,0.24516551950180265,0.11100746268656715,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.392813908516714,0.2796252927400469,0.2622950819672131,0.489563567362429,0.15585054080629301,0.06436567164179104,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3507419926677405,0.35128805620608894,0.3591307662981319,0.6413662239089186,0.15585054080629301,0.08115671641791045,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.6416861826697893,0.5958825772016775,0.7267552182163186,0.24516551950180265,0.10167910447761193,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.425298630071092,0.3185011709601874,0.3595120091498284,0.47058823529411775,0.13962635201573254,0.06436567164179104,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.5807962529274004,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.0830223880597015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.9774163045526923,0.3840749414519906,0.279451010293557,0.5445920303605312,0.6699442805637496,0.27052238805970147,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.22248243559718972,0.3030880670987418,0.5028462998102468,0.12323828253031792,0.07369402985074627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.35734130912888196,0.16768149882903982,0.27296988181471593,0.5047438330170779,0.12258275975090134,0.07369402985074627,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.297423887587822,0.31719405261151346,0.5085388994307403,0.22025565388397245,0.11567164179104476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.5676814988290398,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.0830223880597015,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.7362997658079624,0.5081967213114754,0.7267552182163186,0.24516551950180265,0.10167910447761193,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.2622950819672131,0.37094929470072435,0.5559772296015182,0.1553588987217306,0.07835820895522388,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.5058548009367682,0.34044986656500187,0.4838709677419355,0.6581448705342511,0.2509328358208955,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.4590163934426229,0.3835303088067098,0.6755218216318788,0.24516551950180265,0.08768656716417911,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.388668643194474,0.23185011709601877,0.2870758673274876,0.4743833017077801,0.1394624713208784,0.07369402985074627,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.4367532775653494,0.4590163934426229,0.3835303088067098,0.6356736242884251,0.24516551950180265,0.11100746268656715,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.5433255269320844,0.3835303088067098,0.6356736242884251,0.22025565388397245,0.11567164179104476,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
0.4367532775653494,0.5850117096018735,0.5958825772016775,0.6812144212523719,0.24598492297607338,0.03638059701492537,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.3957845433255269,0.37094929470072435,0.5787476280834913,0.24516551950180265,0.11100746268656715,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.392813908516714,0.2796252927400469,0.2622950819672131,0.489563567362429,0.15585054080629301,0.06436567164179104,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.3667480924724632,0.3864168618266979,0.34426229508196726,0.5768500948766602,0.3847918715175352,0.21361940298507465,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.425298630071092,0.41920374707259955,0.3595120091498284,0.4952561669829221,0.38446411012782694,0.18563432835820898,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.34192037470726,0.34807472359893243,0.5578747628083494,0.1394624713208784,0.08395522388059701,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.2885245901639344,0.2622950819672131,0.489563567362429,0.12323828253031792,0.07555970149253731,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.392813908516714,0.3503512880562061,0.34044986656500187,0.5578747628083494,0.11750245821042281,0.05317164179104478,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.388668643194474,0.5189695550351288,0.4319481509721693,0.6660341555977229,0.2191084890199934,0.11100746268656715,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
0.35734130912888196,0.45807962529274004,0.40144872283644684,0.5464895635673623,0.2164863979023271,0.07369402985074627,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
0.4367532775653494,0.24355971896955508,0.34807472359893243,0.5578747628083494,0.13897082923631593,0.07369402985074627,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
0.36372050017254404,0.2365339578454333,0.31757529546320995,0.5161290322580645,0.13962635201573254,0.04291044776119403,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0.35734130912888196,0.2163934426229508,0.2863133816240945,0.5047438330170779,0.18862667977712222,0.09421641791044776,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
